DATAFLOW,LAST UPDATE,freq,unit,sectperf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,JP,2018,2.6,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2008,2.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2009,2.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2010,2.48,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2011,2.75,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2012,3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2013,3.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2014,3.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2015,3.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2016,3.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2017,3.41,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,KR,2018,3.63,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2008,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2009,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2010,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2011,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2012,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2013,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2014,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2015,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2016,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2017,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2018,0.39,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LT,2019,0.43,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2008,1.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2009,1.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2010,1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2011,0.96,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2012,0.7,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2013,0.68,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2014,0.67,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2015,0.69,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2016,0.72,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2017,0.71,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2018,0.62,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LU,2019,0.6,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2008,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2009,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2010,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2011,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2012,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2013,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2014,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2015,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2016,0.11,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2017,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2018,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,LV,2019,0.17,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2011,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2013,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2014,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2015,0.11,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2016,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2017,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,ME,2018,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MK,2015,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MK,2016,0.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MK,2017,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MK,2018,0.11,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MK,2019,0.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2008,0.35,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2009,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2010,0.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2011,0.43,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2012,0.46,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2013,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2014,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2015,0.37,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2016,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2017,0.37,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2018,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,MT,2019,0.37,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2008,0.81,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2009,0.78,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2010,0.82,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2011,1.06,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2012,1.08,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2013,1.41,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2014,1.41,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2015,1.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2016,1.41,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2017,1.45,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2018,1.42,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NL,2019,1.46,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2008,0.83,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2009,0.89,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2010,0.85,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2011,0.85,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2012,0.85,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2013,0.87,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2014,0.92,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2015,1.04,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2016,1.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2017,1.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2018,1.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,NO,2019,1.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2008,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2009,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2010,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2011,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2012,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2013,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2014,0.44,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2015,0.47,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2016,0.63,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2017,0.67,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2018,0.8,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PL,2019,0.83,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2008,0.72,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2009,0.75,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2010,0.71,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2011,0.69,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2012,0.69,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2013,0.63,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2014,0.6,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2015,0.58,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2016,0.62,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2017,0.67,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2018,0.69,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,PT,2019,0.74,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2008,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2009,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2010,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2011,0.18,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2012,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2013,0.12,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2014,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2015,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2016,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2017,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2018,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RO,2019,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2009,0.12,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2010,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2011,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2012,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2013,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2014,0.21,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2015,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2016,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2017,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2018,0.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RS,2019,0.35,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2008,0.61,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2009,0.73,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2010,0.63,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2011,0.62,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2012,0.6,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2013,0.62,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2014,0.64,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2015,0.65,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2017,0.67,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2018,0.55,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,RU,2019,0.63,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2008,2.57,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2009,2.41,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2010,2.18,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2011,2.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2012,2.19,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2013,2.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2014,2.08,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2015,2.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2016,2.26,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2017,2.4,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2018,2.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SE,2019,2.44,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2008,1.05,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2009,1.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2010,1.39,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2011,1.78,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2012,1.94,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2013,1.96,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2014,1.83,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2015,1.67,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2016,1.52,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2017,1.4,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2018,1.44,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SI,2019,1.51,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2008,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2009,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2010,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2011,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2012,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2013,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2014,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2015,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2016,0.4,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2017,0.48,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2018,0.45,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,SK,2019,0.45,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2008,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2009,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2010,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2011,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2012,0.37,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2013,0.39,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2014,0.43,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2015,0.44,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2016,0.51,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2017,0.54,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2018,0.62,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,TR,2019,0.68,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2008,1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2009,1.01,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2010,1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2011,1.05,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2012,1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2013,1.04,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2014,1.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2015,1.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2016,1.11,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2017,1.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2018,1.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,UK,2019,1.19,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2008,1.98,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2009,1.95,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2010,1.86,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2011,1.89,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2012,1.87,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2013,1.92,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2014,1.94,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2015,1.95,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2016,2,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2017,2.05,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,BES,US,2018,2.05,de
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2008,0.14,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2009,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2010,0.14,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2011,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2012,0.13,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2013,0.13,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2014,0.14,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2015,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2016,0.22,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2017,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2018,0.22,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,AT,2019,0.23,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BA,2012,0.04,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BA,2013,0.02,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BA,2014,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BA,2019,0.01,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2008,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2009,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2010,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2011,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2012,0.19,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2013,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2014,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2015,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2016,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2017,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2018,0.26,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BE,2019,0.28,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2008,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2009,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2010,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2011,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2012,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2013,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2014,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2015,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2016,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2017,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2018,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,BG,2019,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2008,0.02,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2010,0.02,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2012,0.02,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2014,0.03,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2015,0.03,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CH,2017,0.03,
